"_id",author,helpful_num,rating,reply,review
"0de4dd56deb8c1f377b78eb7c969e12eA Google userMay 9, 2019168","A Google userMay 9, 2019",7,1,None," it's not fun anymore everytime I bet big like you say I end up losing all my coins only to have lowest bet possible and then you give me the bonus games that's like a slap in the face I mean every time it happens that way I'd like to know if it's because I'm not paying money into your game it says i...Full Reviewit's not fun anymore everytime I bet big like you say I end up losing all my coins only to have lowest bet possible and then you give me the bonus games that's like a slap in the face I mean every time it happens that way I'd like to know if it's because I'm not paying money into your game it says it's free number one free I don't think so you are constantly asking for money"
"0de9bcc1371a04917be0b3793610046eGrace DeckerMay 8, 20191043","Grace DeckerMay 8, 2019",0,5,None," love the games but can you bring back the old ones. They were the best!!!!"
"0de9bcc1371a04917be0b3793610046eGrace DeckerMay 8, 20191044","Grace DeckerMay 8, 2019",0,5,None," love the games but can you bring back the old ones. They were the best!!!!"
"0dfe6f68c6cd30dcd35e0d684e4016ccA Google userMarch 11, 20191464","A Google userMarch 11, 2019",0,5,None," tbis is a ton of fun really nice to be in the comfort of . my own home, "" instead of a smelly casino thanks """
"0dfe6f68c6cd30dcd35e0d684e4016ccA Google userMarch 11, 20191532","A Google userMarch 11, 2019",0,5,None," tbis is a ton of fun really nice to be in the comfort of . my own home, "" instead of a smelly casino thanks """
"0dfe6f68c6cd30dcd35e0d684e4016ccA Google userMarch 11, 20191536","A Google userMarch 11, 2019",0,5,None," tbis is a ton of fun really nice to be in the comfort of . my own home, "" instead of a smelly casino thanks """
"0e0191a567f0f5298f02a33618b657e4Clarice NealApril 20, 201953","Clarice NealApril 20, 2019",8,3,None," game keeps saying no connection... when I did my update it took my Facebook connection away and when I try to log back in it doesnt take it. on the free timed games the wheel spins the majority of the time then says no connection... just started within the last months... was my favorite game...now I...Full Reviewgame keeps saying no connection... when I did my update it took my Facebook connection away and when I try to log back in it doesnt take it. on the free timed games the wheel spins the majority of the time then says no connection... just started within the last months... was my favorite game...now I go shoot pool. After every 3 spins it says NO CONNECTION... no fun anymore...time wasted"
"0e153780064402b1127a130caf2afe3cEdward RomerMay 23, 2019222","Edward RomerMay 23, 2019",3,1,None," Payouts have become horrific of late. I have lost billions in just a few days. Very disappointing."
"0e2f0a8dc24e9c9f09a39ef528490901A Google userMay 21, 2019692","A Google userMay 21, 2019",12,1,None," Just bet 2 million per spin for 50 spins won a total of 17 mil so cost 100 million to win 17 million."
"0e2f0a8dc24e9c9f09a39ef528490901A Google userMay 21, 2019756","A Google userMay 21, 2019",12,1,None," Just bet 2 million per spin for 50 spins won a total of 17 mil so cost 100 million to win 17 million."
"0e2f0a8dc24e9c9f09a39ef528490901A Google userMay 21, 2019783","A Google userMay 21, 2019",12,1,None," Just bet 2 million per spin for 50 spins won a total of 17 mil so cost 100 million to win 17 million."
"0e39e58d78f163fe9ecfb28529272976John GarciaMarch 11, 20191280","John GarciaMarch 11, 2019",3,1,None," DO NOT BUY FROM THIS APP! THEY CHEAT YOU ON YOUR WINNINGS. ONLY A PORTION OF WHAT YOU "" WIN "" IS ADDED TO YOUR AMOUNT."
"0e39e58d78f163fe9ecfb28529272976John GarciaMarch 11, 20191347","John GarciaMarch 11, 2019",3,1,None," DO NOT BUY FROM THIS APP! THEY CHEAT YOU ON YOUR WINNINGS. ONLY A PORTION OF WHAT YOU "" WIN "" IS ADDED TO YOUR AMOUNT."
"0e39e58d78f163fe9ecfb28529272976John GarciaMarch 11, 20191349","John GarciaMarch 11, 2019",3,1,None," DO NOT BUY FROM THIS APP! THEY CHEAT YOU ON YOUR WINNINGS. ONLY A PORTION OF WHAT YOU "" WIN "" IS ADDED TO YOUR AMOUNT."
"0e39e58d78f163fe9ecfb28529272976John GarciaMarch 11, 20191443","John GarciaMarch 11, 2019",3,1,None," DO NOT BUY FROM THIS APP! THEY CHEAT YOU ON YOUR WINNINGS. ONLY A PORTION OF WHAT YOU "" WIN "" IS ADDED TO YOUR AMOUNT."
"0e39e58d78f163fe9ecfb28529272976John GarciaMarch 11, 20191488","John GarciaMarch 11, 2019",3,1,None," DO NOT BUY FROM THIS APP! THEY CHEAT YOU ON YOUR WINNINGS. ONLY A PORTION OF WHAT YOU "" WIN "" IS ADDED TO YOUR AMOUNT."
"0e43f12fdb8cf1ea64708fd3728d974aA Google userMarch 9, 2019712","A Google userMarch 9, 2019",1,1,None," delayed spins are horrible. you get 3 scatter symbols then the delay spin and the symbols go away. I spent a ton of money up to now. thanks for waking me up. it is not fun any more."
"0e43f12fdb8cf1ea64708fd3728d974aA Google userMarch 9, 2019777","A Google userMarch 9, 2019",1,1,None," delayed spins are horrible. you get 3 scatter symbols then the delay spin and the symbols go away. I spent a ton of money up to now. thanks for waking me up. it is not fun any more."
"0e43f12fdb8cf1ea64708fd3728d974aA Google userMarch 9, 2019841","A Google userMarch 9, 2019",1,1,None," delayed spins are horrible. you get 3 scatter symbols then the delay spin and the symbols go away. I spent a ton of money up to now. thanks for waking me up. it is not fun any more."
"0e43f12fdb8cf1ea64708fd3728d974aA Google userMarch 9, 2019842","A Google userMarch 9, 2019",1,1,None," delayed spins are horrible. you get 3 scatter symbols then the delay spin and the symbols go away. I spent a ton of money up to now. thanks for waking me up. it is not fun any more."
"0e555888c039e85434584507aac96958A Google userApril 30, 20191523","A Google userApril 30, 2019",1,5,None," I enjoy playing the games they keep my mind working thanks"
"0e555888c039e85434584507aac96958A Google userApril 30, 20191574","A Google userApril 30, 2019",1,5,None," I enjoy playing the games they keep my mind working thanks"
"0e683180c1923aacedfb78bb5405fd7cDaniel MyrumApril 17, 20191173","Daniel MyrumApril 17, 2019",1,4,None," can't win can't get bonus all you want to do is take my money I rate it a 1 won't let me complete your quest don't give slot cards I'm ready to quit slotmania"
"0e683180c1923aacedfb78bb5405fd7cDaniel MyrumApril 17, 20191238","Daniel MyrumApril 17, 2019",1,4,None," can't win can't get bonus all you want to do is take my money I rate it a 1 won't let me complete your quest don't give slot cards I'm ready to quit slotmania"
"0e683180c1923aacedfb78bb5405fd7cDaniel MyrumApril 17, 20191261","Daniel MyrumApril 17, 2019",1,4,None," can't win can't get bonus all you want to do is take my money I rate it a 1 won't let me complete your quest don't give slot cards I'm ready to quit slotmania"
"0e683180c1923aacedfb78bb5405fd7cDaniel MyrumApril 17, 20191336","Daniel MyrumApril 17, 2019",1,4,None," can't win can't get bonus all you want to do is take my money I rate it a 1 won't let me complete your quest don't give slot cards I'm ready to quit slotmania"
"0e683180c1923aacedfb78bb5405fd7cDaniel MyrumApril 17, 20191360","Daniel MyrumApril 17, 2019",1,4,None," can't win can't get bonus all you want to do is take my money I rate it a 1 won't let me complete your quest don't give slot cards I'm ready to quit slotmania"
"0e958ff559d05002b6b003a9581a2999Keila CarreraApril 27, 20191557","Keila CarreraApril 27, 2019",0,5,None," I might be going to say this I should winning all the times because I must have to because lucky in the whole world is not matter to you so forget that so are you ready for the luckiest winner. So go ahead and say it."
"0e958ff559d05002b6b003a9581a2999Keila CarreraApril 27, 20191615","Keila CarreraApril 27, 2019",0,5,None," I might be going to say this I should winning all the times because I must have to because lucky in the whole world is not matter to you so forget that so are you ready for the luckiest winner. So go ahead and say it."
"0e958ff559d05002b6b003a9581a2999Keila CarreraApril 27, 20191634","Keila CarreraApril 27, 2019",0,5,None," I might be going to say this I should winning all the times because I must have to because lucky in the whole world is not matter to you so forget that so are you ready for the luckiest winner. So go ahead and say it."
"0e958ff559d05002b6b003a9581a2999Keila CarreraApril 27, 2019829","Keila CarreraApril 27, 2019",0,5,None," I might be going to say this I should winning all the times because I must have to because lucky in the whole world is not matter to you so forget that so are you ready for the luckiest winner. So go ahead and say it."
"0ea82b283fca4f4033580e6f0130af75T JJune 4, 2019118","T JJune 4, 2019",6,1,None," Where are the Ace packs? You've said that the ace featured games give ace packs & cards.. They're NON EXISTANT... VERY MISLEADING....I won't ever purchase anything while this is happening.. not one dime of real money will I spend indeed...😠"
"0ec1d669b14b0478b4e481876c323086Je MMay 16, 2019113","Je MMay 16, 2019",3,1,None," crud. worse than just time wasting. doesnt work. Takes too much time is only upsetting! The come-on taked about people actually winning money...how? too much effort to spin one time and have reels finally stop. me time...bs...terrible experience this is a total waste of time very upsetting doesn't d...Full Reviewcrud. worse than just time wasting. doesnt work. Takes too much time is only upsetting! The come-on taked about people actually winning money...how? too much effort to spin one time and have reels finally stop. me time...bs...terrible experience this is a total waste of time very upsetting doesn't do any good at all. hoped and thought I could win something specially money and nothing works doesn't even load"
